Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Move-Log Fitness","Trace Length","Queued States",Match
11,"TE|DF|EG|SG|IMA",5,Yes,"1.00","0.00","51.00","1.00","0.92","0.86","7.00","93.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ERSepsisTriage|[L/M]END
12,"JJ|MX|YAA|OKA",4,Yes,"7.00","6.00","287.00","0.89","0.63","0.57","14.00","343.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]ReleaseA|[L/M]END
13,"HH|YQ|QS|TBA",4,Yes,"6.00","0.00","279.00","0.90","0.68","0.64","14.00","341.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L]CRP|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
14,"ZX|PEA|YEA|GFA",4,Yes,"6.00","1.00","247.00","0.88","0.65","0.58","12.00","298.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]CRP|[L]IVLiquid|[L]IVAntibiotics|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
15,"ZD|YH|IZ|BNA",4,Yes,"2.00","0.00","95.00","1.00","0.86","0.78","9.00","159.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
16,"E|RE|HCA|RDA",4,Yes,"4.00","1.00","170.00","1.00","0.73","0.60","10.00","231.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L]IVLiquid|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L]IVAntibiotics|[L/M]END
17,"BB|QL|MY|GKA",4,Yes,"2.00","1.00","57.00","1.00","0.85","0.75","8.00","116.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]END
18,"KL|VBA|WIA|FLA",4,Yes,"2.00","0.00","64.00","0.86","0.83","0.86","7.00","115.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]Leucocytes|[L/M]CRP|[L/M]ERSepsisTriage|[M-REAL]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]END
19,"BF|BT|VDA",3,Yes,"6.00","7.00","265.00","0.91","0.70","0.67","15.00","330.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]IVLiquid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
20,"ZL|YDA|WFA",3,Yes,"6.00","0.00","262.00","0.91","0.70","0.67","15.00","331.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
21,"EDA|EIA|OLA",3,Yes,"6.00","0.00","249.00","0.90","0.68","0.64","14.00","309.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]CRP|[L]LacticAcid|[L]IVLiquid|[L]IVAntibiotics|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
22,"EH|ZU|LFA",3,Yes,"5.00","1.00","235.00","1.00","0.71","0.58","12.00","295.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]IVLiquid|[L]IVAntibiotics|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
23,"DU|SU|JEA",3,Yes,"5.00","0.00","211.00","0.88","0.69","0.64","11.00","273.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]IVLiquid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]LacticAcid|[L]CRP|[L]IVAntibiotics|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]END
24,"FA|GH|DM",3,Yes,"4.00","6.00","179.00","1.00","0.73","0.60","10.00","230.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L/M]END
25,"XE|JI|UJA",3,Yes,"5.00","1.00","190.00","0.86","0.67","0.60","10.00","245.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L]CRP|[L/M]END
26,"JBA|JDA|CLA",3,Yes,"5.00","0.00","203.00","0.86","0.67","0.60","10.00","250.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]Leucocytes|[L/M]CRP|[L]LacticAcid|[L/M]ERSepsisTriage|[M-REAL]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]IVLiquid|[L]IVAntibiotics|[L/M]END
27,"UFA|VGA|DLA",3,Yes,"5.00","0.00","200.00","0.86","0.67","0.60","10.00","250.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]LacticAcid|[L]Leucocytes|[L/M]CRP|[L/M]ERSepsisTriage|[M-REAL]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]IVLiquid|[L]IVAntibiotics|[L/M]END
28,"PB|WM",2,Yes,"5.00","1.00","269.00","1.00","0.78","0.72","18.00","372.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L]IVLiquid|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]IVAntibiotics|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
29,"PF|RW",2,Yes,"7.00","1.00","336.00","0.92","0.68","0.65","17.00","417.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[L]IVLiquid|[L/M]IVAntibiotics|[M-INVI]tau split|[M-INVI]tau from tree|[M-REAL]LacticAcid|[M-INVI]tau join|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]CRP|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
30,"TP|DR",2,Yes,"8.00","1.00","347.00","0.91","0.64","0.59","17.00","419.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]ReleaseA|[L/M]END
31,"MA|VU",2,Yes,"7.00","1.00","314.00","0.91","0.67","0.62","16.00","382.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
32,"QC|HJ",2,Yes,"7.00","1.00","345.00","0.92","0.68","0.65","17.00","409.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]LacticAcid|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]ReleaseA|[L/M]END
33,"VL|HT",2,Yes,"7.00","1.00","314.00","0.91","0.67","0.62","16.00","382.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
34,"LN|TX",2,Yes,"7.00","1.00","304.00","0.92","0.68","0.65","17.00","373.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]CRP|[L]LacticAcid|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
35,"VF|HQ",2,Yes,"8.00","0.00","309.00","0.89","0.60","0.53","15.00","365.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]ReleaseA|[L/M]END
36,"YI|ZZ",2,Yes,"8.00","1.00","329.00","0.90","0.62","0.56","16.00","387.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L]CRP|[L]ReleaseA|[L/M]END
37,"XQ|PV",2,Yes,"7.00","1.00","287.00","0.91","0.67","0.62","16.00","351.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
38,"YBA|SDA",2,Yes,"7.00","1.00","327.00","1.00","0.67","0.56","16.00","390.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]ReleaseA|[L/M]END
39,"IQ|ZFA",2,Yes,"6.00","0.00","265.00","0.91","0.70","0.67","15.00","329.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
40,"WQ|DCA",2,Yes,"6.00","0.00","265.00","0.91","0.70","0.67","15.00","329.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
41,"DG|LK",2,Yes,"5.00","6.00","274.00","1.00","0.74","0.64","14.00","343.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
42,"BAA|XEA",2,Yes,"6.00","1.00","279.00","0.90","0.68","0.64","14.00","340.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]LacticAcid|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
43,"FBA|YMA",2,Yes,"3.00","1.00","161.00","0.91","0.82","0.83","12.00","239.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
44,"D|NH",2,Yes,"6.00","8.00","271.00","1.00","0.70","0.60","15.00","340.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]IVLiquid|[L]IVAntibiotics|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[L]Leucocytes|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
45,"DI|QM",2,Yes,"7.00","1.00","296.00","1.00","0.63","0.50","14.00","353.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]IVLiquid|[L]IVAntibiotics|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L]CRP|[L]ReleaseA|[L/M]END
46,"DC|OS",2,Yes,"6.00","1.00","249.00","0.90","0.68","0.64","14.00","309.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]CRP|[L]IVLiquid|[L]IVAntibiotics|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
