,dataset,esperimento,pattern,graph,Sub_92_present,Sub_42_present,Sub_92_compliant,Sub_42_compliant,respected,Sub92,Sub42
208,bpi17denied,pattern,249,graph2539,True,True,True,True,True,1,0
209,bpi17denied,pattern,249,graph2538,True,True,True,True,True,1,0
210,bpi17denied,pattern,249,graph2537,True,True,True,True,True,1,0
211,bpi17denied,pattern,249,graph2536,True,True,True,True,True,1,0
212,bpi17denied,pattern,249,graph2535,True,True,True,True,True,1,1
213,bpi17denied,pattern,249,graph2534,False,False,False,False,,1,0
214,bpi17denied,pattern,249,graph2533,False,False,False,False,,1,0
215,bpi17denied,pattern,249,graph2532,True,True,True,True,True,0,1
216,bpi17denied,pattern,249,graph2531,True,True,True,True,True,1,1
217,bpi17denied,pattern,249,graph2530,True,True,True,True,True,1,1
218,bpi17denied,pattern,249,graph2529,True,True,True,True,True,1,0
219,bpi17denied,pattern,249,graph2528,True,True,True,True,True,1,1
220,bpi17denied,pattern,249,graph2527,False,False,False,False,,1,0
221,bpi17denied,pattern,249,graph2526,True,True,True,True,True,1,1
222,bpi17denied,pattern,249,graph2525,True,True,True,True,True,1,1
223,bpi17denied,pattern,249,graph2524,True,True,True,True,True,1,1
224,bpi17denied,pattern,249,graph2523,False,False,False,False,,1,0
225,bpi17denied,pattern,249,graph2522,True,True,True,True,True,1,1
226,bpi17denied,pattern,249,graph2521,True,True,True,True,True,1,1
227,bpi17denied,pattern,249,graph2520,True,True,True,True,True,1,1
228,bpi17denied,pattern,249,graph2519,True,True,True,True,True,1,0
229,bpi17denied,pattern,249,graph2518,True,True,True,True,True,1,1
230,bpi17denied,pattern,249,graph2517,True,True,True,True,True,1,0
231,bpi17denied,pattern,249,graph2516,True,True,True,True,True,1,1
232,bpi17denied,pattern,249,graph2515,True,True,True,True,True,1,1
233,bpi17denied,pattern,249,graph2514,True,True,True,True,True,1,1
234,bpi17denied,pattern,249,graph2513,True,True,True,True,True,1,0
235,bpi17denied,pattern,249,graph2512,True,True,True,True,True,1,1
236,bpi17denied,pattern,249,graph2511,True,True,True,True,True,1,1
237,bpi17denied,pattern,249,graph2510,True,True,True,True,True,1,1
238,bpi17denied,pattern,249,graph2509,True,True,True,True,True,1,1
239,bpi17denied,pattern,249,graph2508,True,True,True,True,True,1,1
240,bpi17denied,pattern,249,graph2507,True,True,True,True,True,1,0
241,bpi17denied,pattern,249,graph2506,True,True,True,True,True,1,1
242,bpi17denied,pattern,249,graph2505,True,True,True,True,True,1,1
243,bpi17denied,pattern,249,graph2504,True,True,True,True,True,1,1
244,bpi17denied,pattern,249,graph2503,True,True,True,True,True,1,1
245,bpi17denied,pattern,249,graph2502,True,True,True,True,True,1,0
246,bpi17denied,pattern,249,graph2501,False,False,False,False,,1,0
247,bpi17denied,pattern,249,graph2500,False,False,False,False,,1,0
248,bpi17denied,pattern,249,graph2499,True,True,True,True,True,1,1
249,bpi17denied,pattern,249,graph2498,True,True,True,True,True,1,0
250,bpi17denied,pattern,249,graph2497,True,True,True,True,True,1,1
251,bpi17denied,pattern,249,graph2496,True,True,True,True,True,1,0
252,bpi17denied,pattern,249,graph2495,True,True,True,True,True,1,1
253,bpi17denied,pattern,249,graph2494,True,True,True,True,True,1,1
254,bpi17denied,pattern,249,graph2493,False,False,False,False,,1,0
255,bpi17denied,pattern,249,graph2492,True,True,True,True,True,1,0
256,bpi17denied,pattern,249,graph2491,True,True,True,True,True,1,1
257,bpi17denied,pattern,249,graph2490,True,True,True,True,True,1,0
258,bpi17denied,pattern,249,graph2489,True,True,True,True,True,1,1
259,bpi17denied,pattern,249,graph2488,True,True,True,True,True,1,1
260,bpi17denied,pattern,249,graph2487,True,True,True,True,True,1,0
261,bpi17denied,pattern,249,graph2486,True,True,True,True,True,1,0
262,bpi17denied,pattern,249,graph2485,True,True,True,True,True,1,0
263,bpi17denied,pattern,249,graph2484,True,True,True,True,True,1,0
264,bpi17denied,pattern,249,graph2483,True,True,True,True,True,1,1
265,bpi17denied,pattern,249,graph2482,True,True,True,True,True,1,1
266,bpi17denied,pattern,249,graph2481,True,True,True,True,True,1,0
267,bpi17denied,pattern,249,graph2480,True,True,True,True,True,1,0
268,bpi17denied,pattern,249,graph2479,False,False,False,False,,1,0
269,bpi17denied,pattern,249,graph2478,True,True,True,True,True,1,1
270,bpi17denied,pattern,249,graph2477,True,True,True,True,True,1,1
271,bpi17denied,pattern,249,graph2476,True,True,True,True,True,1,1
272,bpi17denied,pattern,249,graph2475,True,True,True,True,True,1,0
273,bpi17denied,pattern,249,graph2474,True,True,True,True,True,1,1
274,bpi17denied,pattern,249,graph2473,True,True,True,True,True,1,1
275,bpi17denied,pattern,249,graph2472,False,False,False,False,,1,0
276,bpi17denied,pattern,249,graph2471,False,False,False,False,,1,0
277,bpi17denied,pattern,249,graph2470,False,False,False,False,,1,0
278,bpi17denied,pattern,249,graph2469,True,True,True,True,True,1,0
279,bpi17denied,pattern,249,graph2468,True,True,True,True,True,1,0
280,bpi17denied,pattern,249,graph2467,True,True,True,True,True,1,1
281,bpi17denied,pattern,249,graph2466,True,True,True,True,True,1,0
282,bpi17denied,pattern,249,graph2465,False,False,False,False,,1,0
283,bpi17denied,pattern,249,graph2464,False,False,False,False,,1,0
284,bpi17denied,pattern,249,graph2463,True,True,True,True,True,1,1
285,bpi17denied,pattern,249,graph2462,True,True,True,True,True,1,1
286,bpi17denied,pattern,249,graph2461,False,False,False,False,,1,0
287,bpi17denied,pattern,249,graph2460,True,True,True,True,True,1,1
288,bpi17denied,pattern,249,graph2459,True,True,True,True,True,1,0
289,bpi17denied,pattern,249,graph2458,True,True,True,True,True,1,0
290,bpi17denied,pattern,249,graph2457,False,False,False,False,,1,0
291,bpi17denied,pattern,249,graph2456,True,True,True,True,True,1,1
292,bpi17denied,pattern,249,graph2455,True,True,True,True,True,1,1
293,bpi17denied,pattern,249,graph2454,False,False,False,False,,1,0
294,bpi17denied,pattern,249,graph2453,True,True,True,True,True,1,0
295,bpi17denied,pattern,249,graph2452,True,True,True,True,True,1,0
296,bpi17denied,pattern,249,graph2451,False,False,False,False,,1,0
297,bpi17denied,pattern,249,graph2450,True,True,True,True,True,1,0
298,bpi17denied,pattern,249,graph2449,True,True,True,True,True,1,1
299,bpi17denied,pattern,249,graph2448,True,True,True,True,True,1,0
300,bpi17denied,pattern,249,graph2447,True,True,True,True,True,1,1
301,bpi17denied,pattern,249,graph2446,True,True,True,True,True,1,1
302,bpi17denied,pattern,249,graph2445,False,False,False,False,,1,0
303,bpi17denied,pattern,249,graph2444,True,True,True,True,True,1,1
304,bpi17denied,pattern,249,graph2443,False,False,False,False,,1,0
305,bpi17denied,pattern,249,graph2442,True,True,True,True,True,1,1
306,bpi17denied,pattern,249,graph2441,True,True,True,True,True,1,1
307,bpi17denied,pattern,249,graph2440,True,True,True,True,True,1,1
308,bpi17denied,pattern,249,graph2439,True,True,True,True,True,1,0
309,bpi17denied,pattern,249,graph2438,True,True,True,True,True,1,1
310,bpi17denied,pattern,249,graph2437,True,True,True,True,True,1,0
311,bpi17denied,pattern,249,graph2436,False,False,False,False,,1,0
312,bpi17denied,pattern,249,graph2435,True,True,True,True,True,1,0
313,bpi17denied,pattern,249,graph2434,True,True,True,True,True,1,1
314,bpi17denied,pattern,249,graph2433,True,True,True,True,True,1,1
315,bpi17denied,pattern,249,graph2432,True,True,True,True,True,1,1
316,bpi17denied,pattern,249,graph2431,True,True,True,True,True,1,0
317,bpi17denied,pattern,249,graph2430,True,True,True,True,True,1,1
318,bpi17denied,pattern,249,graph2429,False,False,False,False,,1,0
319,bpi17denied,pattern,249,graph2428,False,False,False,False,,1,0
320,bpi17denied,pattern,249,graph2427,True,True,True,True,True,1,0
321,bpi17denied,pattern,249,graph2426,True,True,True,True,True,1,1
322,bpi17denied,pattern,249,graph2425,False,False,False,False,,1,0
323,bpi17denied,pattern,249,graph2424,True,True,True,True,True,1,1
324,bpi17denied,pattern,249,graph2423,False,False,False,False,,1,0
325,bpi17denied,pattern,249,graph2422,True,True,True,True,True,1,0
326,bpi17denied,pattern,249,graph2421,True,True,True,True,True,1,1
327,bpi17denied,pattern,249,graph2420,False,False,False,False,,1,0
328,bpi17denied,pattern,249,graph2419,False,False,False,False,,1,0
329,bpi17denied,pattern,249,graph2418,False,False,False,False,,1,0
330,bpi17denied,pattern,249,graph2417,True,True,True,True,True,1,0
331,bpi17denied,pattern,249,graph2416,True,True,True,True,True,1,0
332,bpi17denied,pattern,249,graph2415,True,True,True,True,True,1,0
333,bpi17denied,pattern,249,graph2414,False,False,False,False,,1,0
334,bpi17denied,pattern,249,graph2413,True,True,True,True,True,1,1
335,bpi17denied,pattern,249,graph2412,True,True,True,True,True,1,1
336,bpi17denied,pattern,249,graph2411,True,True,True,True,True,1,0
337,bpi17denied,pattern,249,graph2410,True,True,True,True,True,1,1
338,bpi17denied,pattern,249,graph2409,True,True,True,True,True,1,1
339,bpi17denied,pattern,249,graph2408,True,True,True,True,True,1,1
340,bpi17denied,pattern,249,graph2407,False,False,False,False,,1,0
341,bpi17denied,pattern,249,graph2406,True,True,True,True,True,1,0
342,bpi17denied,pattern,249,graph2405,True,True,True,True,True,1,0
343,bpi17denied,pattern,249,graph2404,True,True,True,True,True,1,0
344,bpi17denied,pattern,249,graph2403,True,True,True,True,True,1,1
345,bpi17denied,pattern,249,graph2402,False,False,False,False,,1,0
346,bpi17denied,pattern,249,graph2401,True,True,True,True,True,1,0
347,bpi17denied,pattern,249,graph2400,True,True,True,True,True,1,1
348,bpi17denied,pattern,249,graph2399,True,True,True,True,True,1,1
349,bpi17denied,pattern,249,graph2398,True,True,True,True,True,1,0
350,bpi17denied,pattern,249,graph2397,False,False,False,False,,1,0
351,bpi17denied,pattern,249,graph2396,True,True,True,True,True,1,0
352,bpi17denied,pattern,249,graph2395,True,True,True,True,True,1,1
353,bpi17denied,pattern,249,graph2394,True,True,True,True,True,1,0
354,bpi17denied,pattern,249,graph2393,True,True,True,True,True,1,1
355,bpi17denied,pattern,249,graph2392,True,True,True,True,True,1,1
356,bpi17denied,pattern,249,graph2391,False,False,False,False,,1,0
357,bpi17denied,pattern,249,graph2390,True,True,True,True,True,1,0
358,bpi17denied,pattern,249,graph2389,True,True,True,True,True,1,1
359,bpi17denied,pattern,249,graph2388,False,False,False,False,,1,0
360,bpi17denied,pattern,249,graph2387,True,True,True,True,True,1,1
361,bpi17denied,pattern,249,graph2386,True,True,True,True,True,1,1
362,bpi17denied,pattern,249,graph2385,True,True,True,True,True,1,1
363,bpi17denied,pattern,249,graph2384,True,True,True,True,True,1,1
364,bpi17denied,pattern,249,graph2383,True,True,True,True,True,1,1
365,bpi17denied,pattern,249,graph2382,True,True,True,True,True,1,1
366,bpi17denied,pattern,249,graph2381,True,True,True,True,True,1,1
367,bpi17denied,pattern,249,graph2380,False,False,False,False,,1,0
368,bpi17denied,pattern,249,graph2379,False,False,False,False,,1,0
369,bpi17denied,pattern,249,graph2378,True,True,True,True,True,1,1
370,bpi17denied,pattern,249,graph2377,True,True,True,True,True,1,0
371,bpi17denied,pattern,249,graph2376,False,False,False,False,,1,0
372,bpi17denied,pattern,249,graph2375,True,True,True,True,True,1,0
373,bpi17denied,pattern,249,graph2374,True,True,True,True,True,1,1
374,bpi17denied,pattern,249,graph2373,True,True,True,True,True,1,0
375,bpi17denied,pattern,249,graph2372,True,True,True,True,True,0,1
376,bpi17denied,pattern,249,graph2371,True,True,True,True,True,1,0
377,bpi17denied,pattern,249,graph2370,True,True,True,True,True,1,1
378,bpi17denied,pattern,249,graph2369,True,True,True,True,True,1,1
379,bpi17denied,pattern,249,graph2368,True,True,True,True,True,1,1
380,bpi17denied,pattern,249,graph2367,True,True,True,True,True,1,0
381,bpi17denied,pattern,249,graph2366,True,True,True,True,True,1,0
382,bpi17denied,pattern,249,graph2365,True,True,True,True,True,1,1
383,bpi17denied,pattern,249,graph2364,True,True,True,True,True,1,1
384,bpi17denied,pattern,249,graph2363,True,True,True,True,True,1,1
385,bpi17denied,pattern,249,graph2362,True,True,True,True,True,1,1
386,bpi17denied,pattern,249,graph2361,True,True,True,True,True,1,1
387,bpi17denied,pattern,249,graph2360,True,True,True,True,True,1,1
388,bpi17denied,pattern,249,graph2359,False,False,False,False,,1,0
389,bpi17denied,pattern,249,graph2358,False,False,False,False,,1,0
390,bpi17denied,pattern,249,graph2357,False,False,False,False,,1,0
391,bpi17denied,pattern,249,graph2356,True,True,True,True,True,1,1
392,bpi17denied,pattern,249,graph2355,True,True,True,True,True,1,0
393,bpi17denied,pattern,249,graph2354,True,True,True,True,True,1,1
394,bpi17denied,pattern,249,graph2353,True,True,True,True,True,1,1
395,bpi17denied,pattern,249,graph2352,True,True,True,True,True,1,1
396,bpi17denied,pattern,249,graph2351,False,False,False,False,,1,0
397,bpi17denied,pattern,249,graph2350,True,True,True,True,True,1,1
398,bpi17denied,pattern,249,graph2349,True,True,True,True,True,1,1
399,bpi17denied,pattern,249,graph2348,False,False,False,False,,1,0
400,bpi17denied,pattern,249,graph2347,False,False,False,False,,1,0
401,bpi17denied,pattern,249,graph2346,False,False,False,False,,1,0
402,bpi17denied,pattern,249,graph2345,True,True,True,True,True,1,1
403,bpi17denied,pattern,249,graph2344,True,True,True,True,True,1,1
404,bpi17denied,pattern,249,graph2343,True,True,True,True,True,1,0
405,bpi17denied,pattern,249,graph2342,True,True,True,True,True,1,1
406,bpi17denied,pattern,249,graph2341,True,True,True,True,True,1,1
407,bpi17denied,pattern,249,graph2340,True,True,True,True,True,1,1
408,bpi17denied,pattern,249,graph2339,False,False,False,False,,1,0
409,bpi17denied,pattern,249,graph2338,True,True,True,True,True,1,1
