,dataset,esperimento,pattern,graph,Sub_12_present,Sub_15_present,Sub_12_compliant,Sub_15_compliant,respected,Sub12,Sub15
89,bpi17denied,pattern,157,graph2799,True,False,False,,True,1,1
90,bpi17denied,pattern,157,graph2798,True,False,False,,True,1,0
91,bpi17denied,pattern,157,graph2797,True,True,True,True,True,1,1
92,bpi17denied,pattern,157,graph2796,True,False,False,,True,1,0
93,bpi17denied,pattern,157,graph2795,True,False,False,,True,1,0
94,bpi17denied,pattern,157,graph2794,True,True,True,True,True,0,1
95,bpi17denied,pattern,157,graph2793,True,False,False,,True,1,0
96,bpi17denied,pattern,157,graph2792,True,False,False,,True,1,0
97,bpi17denied,pattern,157,graph2791,True,False,False,,True,1,0
98,bpi17denied,pattern,157,graph2790,True,False,False,,True,1,0
99,bpi17denied,pattern,157,graph2789,True,False,False,,True,1,0
100,bpi17denied,pattern,157,graph2788,True,False,False,,True,1,0
101,bpi17denied,pattern,157,graph2787,True,False,False,,True,1,0
102,bpi17denied,pattern,157,graph2786,True,True,True,True,True,1,1
103,bpi17denied,pattern,157,graph2785,True,True,True,True,True,1,0
104,bpi17denied,pattern,157,graph2784,True,True,True,True,True,0,1
105,bpi17denied,pattern,157,graph2783,True,True,True,True,True,0,1
106,bpi17denied,pattern,157,graph2782,True,False,False,,True,1,0
107,bpi17denied,pattern,157,graph2781,True,True,True,True,True,0,1
108,bpi17denied,pattern,157,graph2780,True,False,False,,True,1,0
109,bpi17denied,pattern,157,graph2779,True,False,False,,True,1,0
110,bpi17denied,pattern,157,graph2778,True,False,False,,True,1,0
111,bpi17denied,pattern,157,graph2777,True,False,False,,True,1,0
112,bpi17denied,pattern,157,graph2776,True,True,True,True,True,0,1
113,bpi17denied,pattern,157,graph2775,True,True,True,True,True,1,1
114,bpi17denied,pattern,157,graph2774,True,True,True,True,True,1,0
115,bpi17denied,pattern,157,graph2773,True,True,True,True,True,1,1
116,bpi17denied,pattern,157,graph2772,True,False,False,,True,1,0
117,bpi17denied,pattern,157,graph2771,True,False,False,,True,1,0
118,bpi17denied,pattern,157,graph2770,True,True,True,True,True,1,0
119,bpi17denied,pattern,157,graph2769,True,True,True,True,True,1,0
120,bpi17denied,pattern,157,graph2768,True,False,False,,True,1,0
121,bpi17denied,pattern,157,graph2767,True,False,False,,True,1,0
122,bpi17denied,pattern,157,graph2766,True,False,False,,True,1,0
123,bpi17denied,pattern,157,graph2765,True,True,True,True,True,1,1
124,bpi17denied,pattern,157,graph2764,True,True,True,True,True,1,0
125,bpi17denied,pattern,157,graph2763,True,False,False,,True,1,0
126,bpi17denied,pattern,157,graph2762,True,True,True,True,True,1,0
127,bpi17denied,pattern,157,graph2761,True,False,False,,True,1,0
128,bpi17denied,pattern,157,graph2760,True,True,True,True,True,1,0
129,bpi17denied,pattern,157,graph2759,True,True,True,True,True,0,1
130,bpi17denied,pattern,157,graph2758,True,False,False,,True,1,0
131,bpi17denied,pattern,157,graph2757,True,True,True,True,True,1,1
132,bpi17denied,pattern,157,graph2756,True,False,False,,True,1,0
133,bpi17denied,pattern,157,graph2755,True,False,False,,True,1,0
134,bpi17denied,pattern,157,graph2754,True,False,False,,True,1,0
135,bpi17denied,pattern,157,graph2753,True,True,True,True,True,1,1
136,bpi17denied,pattern,157,graph2752,True,False,False,,True,1,0
137,bpi17denied,pattern,157,graph2751,True,True,True,True,True,1,1
138,bpi17denied,pattern,157,graph2750,True,True,True,True,True,1,0
139,bpi17denied,pattern,157,graph2749,True,False,False,,True,1,0
140,bpi17denied,pattern,157,graph2748,True,False,False,,True,1,0
141,bpi17denied,pattern,157,graph2747,True,False,False,,True,1,0
142,bpi17denied,pattern,157,graph2746,True,False,False,,True,1,0
143,bpi17denied,pattern,157,graph2745,True,True,True,True,True,1,0
144,bpi17denied,pattern,157,graph2744,True,True,True,True,True,0,1
145,bpi17denied,pattern,157,graph2743,True,False,False,,True,1,0
146,bpi17denied,pattern,157,graph2742,True,False,False,,True,1,0
147,bpi17denied,pattern,157,graph2741,True,True,True,True,True,1,1
148,bpi17denied,pattern,157,graph2740,True,False,False,,True,1,0
149,bpi17denied,pattern,157,graph2739,True,False,False,,True,1,0
150,bpi17denied,pattern,157,graph2738,True,False,False,,True,1,0
151,bpi17denied,pattern,157,graph2737,True,False,False,,True,1,0
152,bpi17denied,pattern,157,graph2736,True,False,False,,True,1,0
153,bpi17denied,pattern,157,graph2735,True,False,False,,True,1,0
154,bpi17denied,pattern,157,graph2734,True,True,True,True,True,1,1
155,bpi17denied,pattern,157,graph2733,True,False,False,,True,1,0
156,bpi17denied,pattern,157,graph2732,True,False,False,,True,1,0
157,bpi17denied,pattern,157,graph2731,True,False,False,,True,1,0
158,bpi17denied,pattern,157,graph2730,True,False,False,,True,1,0
159,bpi17denied,pattern,157,graph2729,True,True,True,True,True,1,1
160,bpi17denied,pattern,157,graph2728,True,False,False,,True,1,0
161,bpi17denied,pattern,157,graph2727,True,True,True,True,True,1,1
162,bpi17denied,pattern,157,graph2726,True,False,False,,True,1,0
163,bpi17denied,pattern,157,graph2725,True,True,True,True,True,0,1
164,bpi17denied,pattern,157,graph2724,True,False,False,,True,1,0
165,bpi17denied,pattern,157,graph2723,True,False,False,,True,1,0
166,bpi17denied,pattern,157,graph2722,True,True,True,True,True,1,1
167,bpi17denied,pattern,157,graph2721,True,True,True,True,True,1,1
168,bpi17denied,pattern,157,graph2720,True,False,False,,True,1,0
169,bpi17denied,pattern,157,graph2719,True,False,False,,True,1,0
170,bpi17denied,pattern,157,graph2718,True,True,True,True,True,1,1
171,bpi17denied,pattern,157,graph2717,True,True,True,True,True,1,1
172,bpi17denied,pattern,157,graph2716,True,False,False,,True,1,0
173,bpi17denied,pattern,157,graph2715,True,False,False,,True,1,0
174,bpi17denied,pattern,157,graph2714,True,False,False,,True,1,0
175,bpi17denied,pattern,157,graph2713,True,False,False,,True,1,0
176,bpi17denied,pattern,157,graph2712,True,False,False,,True,1,0
177,bpi17denied,pattern,157,graph2711,True,False,False,,True,1,0
178,bpi17denied,pattern,157,graph2710,True,True,True,True,True,1,1
179,bpi17denied,pattern,157,graph2709,True,False,False,,True,1,0
180,bpi17denied,pattern,157,graph2708,True,False,False,,True,1,0
181,bpi17denied,pattern,157,graph2707,True,False,False,,True,1,0
182,bpi17denied,pattern,157,graph2706,True,False,False,,True,1,0
183,bpi17denied,pattern,157,graph2705,True,True,True,True,True,1,0
184,bpi17denied,pattern,157,graph2704,True,False,False,,True,1,0
185,bpi17denied,pattern,157,graph2703,True,False,False,,True,1,0
186,bpi17denied,pattern,157,graph2702,True,True,True,True,True,1,1
187,bpi17denied,pattern,157,graph2701,True,False,False,,True,1,0
188,bpi17denied,pattern,157,graph2700,True,False,False,,True,1,0
189,bpi17denied,pattern,157,graph2699,True,True,True,True,True,1,0
190,bpi17denied,pattern,157,graph2698,True,True,True,True,True,0,1
191,bpi17denied,pattern,157,graph2697,True,True,True,True,True,1,1
192,bpi17denied,pattern,157,graph2696,True,False,False,,True,1,0
193,bpi17denied,pattern,157,graph2695,True,False,False,,True,1,0
194,bpi17denied,pattern,157,graph2694,True,False,False,,True,0,1
195,bpi17denied,pattern,157,graph2693,True,False,False,,True,1,0
196,bpi17denied,pattern,157,graph2692,True,True,True,True,True,1,1
197,bpi17denied,pattern,157,graph2691,True,True,True,True,True,1,1
198,bpi17denied,pattern,157,graph2690,True,True,True,True,True,1,1
199,bpi17denied,pattern,157,graph2689,True,False,False,,True,1,0
200,bpi17denied,pattern,157,graph2688,True,True,True,True,True,1,1
201,bpi17denied,pattern,157,graph2687,True,False,False,,True,1,0
202,bpi17denied,pattern,157,graph2686,True,False,False,,True,1,0
203,bpi17denied,pattern,157,graph2685,True,False,False,,True,1,0
204,bpi17denied,pattern,157,graph2684,True,True,True,True,True,1,1
205,bpi17denied,pattern,157,graph2683,True,False,False,,True,1,0
206,bpi17denied,pattern,157,graph2682,True,False,False,,True,1,0
207,bpi17denied,pattern,157,graph2681,True,False,False,,True,1,0
208,bpi17denied,pattern,157,graph2680,True,False,False,,True,1,0
209,bpi17denied,pattern,157,graph2679,True,False,False,,True,1,0
210,bpi17denied,pattern,157,graph2678,True,False,False,,True,1,0
211,bpi17denied,pattern,157,graph2677,True,True,True,True,True,1,1
212,bpi17denied,pattern,157,graph2676,True,False,False,,True,1,0
213,bpi17denied,pattern,157,graph2675,True,True,True,True,True,1,1
214,bpi17denied,pattern,157,graph2674,True,False,False,,True,1,0
215,bpi17denied,pattern,157,graph2673,True,False,False,,True,1,0
216,bpi17denied,pattern,157,graph2672,True,True,True,True,True,1,1
217,bpi17denied,pattern,157,graph2671,True,False,False,,True,1,0
218,bpi17denied,pattern,157,graph2670,True,False,False,,True,1,0
219,bpi17denied,pattern,157,graph2669,True,False,False,,True,1,0
220,bpi17denied,pattern,157,graph2668,True,False,False,,True,1,0
221,bpi17denied,pattern,157,graph2667,True,False,False,,True,1,0
222,bpi17denied,pattern,157,graph2666,True,False,False,,True,1,0
223,bpi17denied,pattern,157,graph2665,True,False,False,,True,1,0
224,bpi17denied,pattern,157,graph2664,True,False,False,,True,1,0
225,bpi17denied,pattern,157,graph2663,True,True,True,True,True,0,1
226,bpi17denied,pattern,157,graph2662,True,False,False,,True,1,0
227,bpi17denied,pattern,157,graph2661,True,True,True,True,True,1,0
228,bpi17denied,pattern,157,graph2660,True,True,True,True,True,0,1
229,bpi17denied,pattern,157,graph2659,True,False,False,,True,1,0
230,bpi17denied,pattern,157,graph2658,True,False,False,,True,1,0
231,bpi17denied,pattern,157,graph2657,True,False,False,,True,1,0
232,bpi17denied,pattern,157,graph2656,True,False,False,,True,1,0
233,bpi17denied,pattern,157,graph2655,True,False,False,,True,1,0
234,bpi17denied,pattern,157,graph2654,True,True,True,True,True,0,1
235,bpi17denied,pattern,157,graph2653,True,False,False,,True,1,0
236,bpi17denied,pattern,157,graph2652,True,False,False,,True,1,0
237,bpi17denied,pattern,157,graph2651,True,False,False,,True,1,0
238,bpi17denied,pattern,157,graph2650,True,True,True,True,True,1,1
239,bpi17denied,pattern,157,graph2649,True,False,False,,True,1,0
240,bpi17denied,pattern,157,graph2648,True,False,False,,True,1,0
241,bpi17denied,pattern,157,graph2647,True,True,True,True,True,1,0
242,bpi17denied,pattern,157,graph2646,True,False,False,,True,1,0
243,bpi17denied,pattern,157,graph2645,True,True,True,True,True,1,1
244,bpi17denied,pattern,157,graph2644,True,True,True,True,True,1,1
245,bpi17denied,pattern,157,graph2643,True,False,False,,True,1,0
246,bpi17denied,pattern,157,graph2642,True,False,False,,True,1,0
247,bpi17denied,pattern,157,graph2641,True,True,True,True,True,1,1
248,bpi17denied,pattern,157,graph2640,True,False,False,,True,1,0
249,bpi17denied,pattern,157,graph2639,True,False,False,,True,1,0
250,bpi17denied,pattern,157,graph2638,True,False,False,,True,1,0
251,bpi17denied,pattern,157,graph2637,True,True,True,True,True,1,1
252,bpi17denied,pattern,157,graph2636,True,False,False,,True,1,0
253,bpi17denied,pattern,157,graph2635,True,False,False,,True,1,0
254,bpi17denied,pattern,157,graph2634,True,False,False,,True,1,0
255,bpi17denied,pattern,157,graph2633,True,False,False,,True,1,1
256,bpi17denied,pattern,157,graph2632,True,False,False,,True,1,0
257,bpi17denied,pattern,157,graph2631,True,False,False,,True,1,0
258,bpi17denied,pattern,157,graph2630,True,False,False,,True,1,0
259,bpi17denied,pattern,157,graph2629,True,False,False,,True,1,0
260,bpi17denied,pattern,157,graph2628,True,False,False,,True,1,0
261,bpi17denied,pattern,157,graph2627,True,False,False,,True,1,0
262,bpi17denied,pattern,157,graph2626,True,False,False,,True,1,0
263,bpi17denied,pattern,157,graph2625,True,False,False,,True,1,0
264,bpi17denied,pattern,157,graph2624,True,True,True,True,True,0,1
265,bpi17denied,pattern,157,graph2623,True,False,False,,True,1,0
266,bpi17denied,pattern,157,graph2622,True,False,False,,True,1,0
267,bpi17denied,pattern,157,graph2621,True,False,False,,True,1,0
268,bpi17denied,pattern,157,graph2620,True,True,True,True,True,1,1
269,bpi17denied,pattern,157,graph2619,True,False,False,,True,1,0
270,bpi17denied,pattern,157,graph2618,True,True,True,True,True,1,1
271,bpi17denied,pattern,157,graph2617,True,True,True,True,True,1,0
272,bpi17denied,pattern,157,graph2616,True,False,False,,True,1,0
273,bpi17denied,pattern,157,graph2615,True,True,True,True,True,1,0
274,bpi17denied,pattern,157,graph2614,True,True,True,True,True,1,0
275,bpi17denied,pattern,157,graph2613,True,True,True,True,True,1,0
276,bpi17denied,pattern,157,graph2612,True,False,False,,True,1,0
277,bpi17denied,pattern,157,graph2611,True,True,True,True,True,1,0
278,bpi17denied,pattern,157,graph2610,True,True,True,True,True,0,1
279,bpi17denied,pattern,157,graph2609,True,False,False,,True,1,0
280,bpi17denied,pattern,157,graph2608,True,False,False,,True,1,0
281,bpi17denied,pattern,157,graph2607,True,False,False,,True,1,0
282,bpi17denied,pattern,157,graph2606,True,False,False,,True,1,0
283,bpi17denied,pattern,157,graph2605,True,False,False,,True,1,0
284,bpi17denied,pattern,157,graph2604,True,False,False,,True,1,0
285,bpi17denied,pattern,157,graph2603,True,False,False,,True,1,0
286,bpi17denied,pattern,157,graph2602,True,False,False,,True,1,0
287,bpi17denied,pattern,157,graph2601,True,True,True,True,True,1,1
288,bpi17denied,pattern,157,graph2600,True,False,False,,True,1,0
289,bpi17denied,pattern,157,graph2599,True,True,True,True,True,1,1
290,bpi17denied,pattern,157,graph2598,True,False,False,,True,1,0
291,bpi17denied,pattern,157,graph2597,True,False,False,,True,1,0
292,bpi17denied,pattern,157,graph2596,True,False,False,,True,1,0
293,bpi17denied,pattern,157,graph2595,True,True,True,True,True,1,1
294,bpi17denied,pattern,157,graph2594,True,False,False,,True,1,0
295,bpi17denied,pattern,157,graph2593,True,False,False,,True,1,0
296,bpi17denied,pattern,157,graph2592,True,True,True,True,True,0,1
297,bpi17denied,pattern,157,graph2591,True,False,False,,True,1,0
298,bpi17denied,pattern,157,graph2590,True,False,False,,True,1,0
299,bpi17denied,pattern,157,graph2589,True,True,True,True,True,1,1
300,bpi17denied,pattern,157,graph2588,True,False,False,,True,1,0
301,bpi17denied,pattern,157,graph2587,True,False,False,,True,1,0
302,bpi17denied,pattern,157,graph2586,True,False,False,,True,1,0
303,bpi17denied,pattern,157,graph2585,True,False,False,,True,1,0
304,bpi17denied,pattern,157,graph2584,True,True,True,True,True,1,1
305,bpi17denied,pattern,157,graph2583,True,False,False,,True,1,0
306,bpi17denied,pattern,157,graph2582,True,True,True,True,True,1,1
307,bpi17denied,pattern,157,graph2581,True,False,False,,True,1,0
308,bpi17denied,pattern,157,graph2580,True,False,False,,True,1,0
309,bpi17denied,pattern,157,graph2579,True,True,True,True,True,0,1
310,bpi17denied,pattern,157,graph2578,True,False,False,,True,1,0
311,bpi17denied,pattern,157,graph2577,True,False,False,,True,1,0
312,bpi17denied,pattern,157,graph2576,True,True,True,True,True,0,1
313,bpi17denied,pattern,157,graph2575,True,False,False,,True,1,0
314,bpi17denied,pattern,157,graph2574,True,False,False,,True,1,0
315,bpi17denied,pattern,157,graph2573,True,True,True,True,True,1,1
316,bpi17denied,pattern,157,graph2572,True,True,True,True,True,1,0
317,bpi17denied,pattern,157,graph2571,True,True,True,True,True,0,1
318,bpi17denied,pattern,157,graph2570,True,False,False,,True,1,0
319,bpi17denied,pattern,157,graph2569,True,False,False,,True,1,0
320,bpi17denied,pattern,157,graph2568,True,True,True,True,True,1,0
321,bpi17denied,pattern,157,graph2567,True,False,False,,True,1,0
322,bpi17denied,pattern,157,graph2566,True,False,False,,True,1,0
323,bpi17denied,pattern,157,graph2565,True,False,False,,True,1,0
324,bpi17denied,pattern,157,graph2564,True,True,True,True,True,1,0
325,bpi17denied,pattern,157,graph2563,True,False,False,,True,1,0
326,bpi17denied,pattern,157,graph2562,True,False,False,,True,1,0
327,bpi17denied,pattern,157,graph2561,True,False,False,,True,1,0
328,bpi17denied,pattern,157,graph2560,True,True,True,True,True,1,1
329,bpi17denied,pattern,157,graph2559,True,False,False,,True,1,0
330,bpi17denied,pattern,157,graph2558,True,False,False,,True,1,0
331,bpi17denied,pattern,157,graph2557,True,False,False,,True,1,0
332,bpi17denied,pattern,157,graph2556,True,True,True,True,True,1,1
333,bpi17denied,pattern,157,graph2555,True,False,False,,True,1,0
334,bpi17denied,pattern,157,graph2554,True,False,False,,True,1,0
335,bpi17denied,pattern,157,graph2553,True,False,False,,True,1,0
336,bpi17denied,pattern,157,graph2552,True,True,True,True,True,1,1
337,bpi17denied,pattern,157,graph2551,True,False,False,,True,1,0
338,bpi17denied,pattern,157,graph2550,True,False,False,,True,1,0
339,bpi17denied,pattern,157,graph2549,True,False,False,,True,1,0
340,bpi17denied,pattern,157,graph2548,True,True,True,True,True,1,1
341,bpi17denied,pattern,157,graph2547,True,False,False,,True,1,0
342,bpi17denied,pattern,157,graph2546,True,False,False,,True,1,0
343,bpi17denied,pattern,157,graph2545,True,False,False,,True,1,0
344,bpi17denied,pattern,157,graph2544,True,False,False,,True,1,0
345,bpi17denied,pattern,157,graph2543,True,False,False,,True,1,0
346,bpi17denied,pattern,157,graph2542,False,False,,,,0,1
347,bpi17denied,pattern,157,graph2541,True,False,False,,True,1,0
348,bpi17denied,pattern,157,graph2540,True,True,True,True,True,1,1
349,bpi17denied,pattern,157,graph2539,True,False,False,,True,1,0
350,bpi17denied,pattern,157,graph2538,True,True,True,True,True,0,1
351,bpi17denied,pattern,157,graph2537,True,False,False,,True,1,0
352,bpi17denied,pattern,157,graph2536,True,True,True,True,True,1,1
353,bpi17denied,pattern,157,graph2535,True,False,False,,True,1,0
354,bpi17denied,pattern,157,graph2534,True,False,False,,True,1,0
355,bpi17denied,pattern,157,graph2533,True,True,True,True,True,1,1
356,bpi17denied,pattern,157,graph2532,True,False,False,,True,1,0
357,bpi17denied,pattern,157,graph2531,True,False,False,,True,1,0
358,bpi17denied,pattern,157,graph2530,True,False,False,,True,1,0
359,bpi17denied,pattern,157,graph2529,True,True,True,True,True,0,1
360,bpi17denied,pattern,157,graph2528,True,False,False,,True,1,0
361,bpi17denied,pattern,157,graph2527,True,False,False,,True,1,0
362,bpi17denied,pattern,157,graph2526,True,False,False,,True,1,0
363,bpi17denied,pattern,157,graph2525,True,False,False,,True,1,0
364,bpi17denied,pattern,157,graph2524,False,False,,,,0,1
365,bpi17denied,pattern,157,graph2523,True,True,True,True,True,1,0
366,bpi17denied,pattern,157,graph2522,True,False,False,,True,1,0
367,bpi17denied,pattern,157,graph2521,True,False,False,,True,1,0
368,bpi17denied,pattern,157,graph2520,True,False,False,,True,1,0
369,bpi17denied,pattern,157,graph2519,True,False,False,,True,1,0
370,bpi17denied,pattern,157,graph2518,True,True,True,True,True,1,1
371,bpi17denied,pattern,157,graph2517,True,True,True,True,True,1,1
372,bpi17denied,pattern,157,graph2516,True,False,False,,True,1,0
373,bpi17denied,pattern,157,graph2515,True,True,True,True,True,1,1
374,bpi17denied,pattern,157,graph2514,True,False,False,,True,1,0
375,bpi17denied,pattern,157,graph2513,True,False,False,,True,1,0
376,bpi17denied,pattern,157,graph2512,True,False,False,,True,1,0
377,bpi17denied,pattern,157,graph2511,True,False,False,,True,1,0
378,bpi17denied,pattern,157,graph2510,True,True,True,True,True,1,1
379,bpi17denied,pattern,157,graph2509,True,False,False,,True,1,0
380,bpi17denied,pattern,157,graph2508,True,False,False,,True,1,0
381,bpi17denied,pattern,157,graph2507,True,False,False,,True,1,0
382,bpi17denied,pattern,157,graph2506,True,False,False,,True,1,0
383,bpi17denied,pattern,157,graph2505,True,False,False,,True,1,0
384,bpi17denied,pattern,157,graph2504,True,False,False,,True,1,0
385,bpi17denied,pattern,157,graph2503,True,True,True,True,True,1,1
386,bpi17denied,pattern,157,graph2502,True,False,False,,True,1,0
387,bpi17denied,pattern,157,graph2501,True,True,True,True,True,1,1
388,bpi17denied,pattern,157,graph2500,True,True,True,True,True,1,1
389,bpi17denied,pattern,157,graph2499,True,True,True,True,True,1,1
390,bpi17denied,pattern,157,graph2498,True,False,False,,True,1,0
391,bpi17denied,pattern,157,graph2497,True,False,False,,True,1,0
392,bpi17denied,pattern,157,graph2496,True,False,False,,True,1,0
393,bpi17denied,pattern,157,graph2495,True,False,False,,True,1,0
394,bpi17denied,pattern,157,graph2494,True,False,False,,True,0,1
395,bpi17denied,pattern,157,graph2493,True,False,False,,True,1,0
396,bpi17denied,pattern,157,graph2492,True,False,False,,True,1,0
397,bpi17denied,pattern,157,graph2491,True,False,False,,True,1,0
398,bpi17denied,pattern,157,graph2490,True,False,False,,True,1,0
399,bpi17denied,pattern,157,graph2489,True,False,False,,True,1,0
400,bpi17denied,pattern,157,graph2488,True,False,False,,True,1,0
401,bpi17denied,pattern,157,graph2487,True,False,False,,True,1,1
402,bpi17denied,pattern,157,graph2486,True,False,False,,True,1,0
403,bpi17denied,pattern,157,graph2485,True,True,True,True,True,1,0
404,bpi17denied,pattern,157,graph2484,True,False,False,,True,1,0
405,bpi17denied,pattern,157,graph2483,True,False,False,,True,1,0
406,bpi17denied,pattern,157,graph2482,True,True,True,True,True,0,1
407,bpi17denied,pattern,157,graph2481,True,False,False,,True,1,0
408,bpi17denied,pattern,157,graph2480,True,False,False,,True,1,1
409,bpi17denied,pattern,157,graph2479,True,True,True,True,True,1,0
410,bpi17denied,pattern,157,graph2478,True,False,False,,True,1,0
411,bpi17denied,pattern,157,graph2477,True,False,False,,True,1,0
412,bpi17denied,pattern,157,graph2476,True,False,False,,True,1,0
413,bpi17denied,pattern,157,graph2475,True,False,False,,True,1,0
414,bpi17denied,pattern,157,graph2474,True,False,False,,True,1,0
415,bpi17denied,pattern,157,graph2473,True,False,False,,True,1,0
